"as_of_date","location","listings"
2021-12-16,"calabasas","classic schemeapartment 001-17b2 bedrooms • 2 baths • 950 sqft$2,948 w / 15 mo leaseavailable jan 06 — jan 08"
2021-12-16,"calabasas","finish package iapartment 001-22o2 bedrooms • 2 baths • 950 sqft$3,029 w / 14 mo leaseavailable dec 16 — dec 20"
2021-12-16,"calabasas","finish package iapartment 002-32g2 bedrooms • 2 baths • 950 sqft$3,034 w / 15 mo leaseavailable dec 30 — jan 03"
2021-12-16,"calabasas","finish package iiapartment 001-05i2 bedrooms • 2 baths • 950 sqft$3,304 $3,154 w / 14 mo leaseavailable dec 16 — dec 20"
2021-12-16,"calabasas","finish package iiapartment 002-29i2 bedrooms • 2 baths • 950 sqft$3,298 w / 14 mo leaseavailable dec 16 — dec 20"
2021-12-16,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$3,350 w / 14 mo leaseavailable dec 16 — dec 20"
2021-12-16,"calabasas","finish package iiapartment 002-37j2 bedrooms • 2 baths • 1109 sqft$3,536 w / 15 mo leaseavailable dec 28 — dec 30"
2021-12-16,"calabasas","finish package iiapartment 001-11p2 bedrooms • 2 baths • 1109 sqft$3,612 $3,562 w / 14 mo leaseavailable dec 16 — dec 20"
2021-12-16,"calabasas","finish package iiapartment 002-32b2 bedrooms • 2 baths • 1109 sqft$3,589 w / 14 mo leaseavailable dec 16 — dec 20"
2021-12-16,"calabasas","finish package iiapartment 002-26p2 bedrooms • 2 baths • 1109 sqft$3,712 w / 15 mo leaseavailable jan 17 — jan 19"
2021-12-16,"east norwalk","apartment 005-2642 bedrooms • 2 baths • 1080 sqft$2,705 w / 19 mo leaseavailable dec 24 — dec 26"
2021-12-16,"east norwalk","apartment 001-2062 bedrooms • 2 baths • 1080 sqft$2,840 $2,744 w / 18 mo leaseavailable dec 31 — jan 02"
2021-12-16,"east norwalk","apartment 004-3452 bedrooms • 2 baths • 1039 sqft$2,795 w / 17 mo leaseavailable feb 11 — feb 12"
2021-12-16,"east norwalk","apartment 002-2202 bedrooms • 2 baths • 1054 sqft$2,830 w / 18 mo leaseavailable jan 14 — jan 15"
2021-12-16,"east norwalk","apartment 005-1642 bedrooms • 2 baths • 1080 sqft$2,895 w / 15 mo leaseavailable mar 30 — mar 31"
2021-12-16,"east norwalk","apartment 003-3332 bedrooms • 2 baths • 1266 sqft$2,930 $2,915 w / 19 mo leaseavailable dec 16 — dec 18"
