"as_of_date","location","listings"
2021-11-05,"calabasas","finish package iapartment 002-31h2 bedrooms • 2 baths • 925 sqft$2,841 w / 15 mo leaseavailable nov 15 — nov 19"
2021-11-05,"calabasas","finish package iapartment 001-22o2 bedrooms • 2 baths • 950 sqft$2,884 w / 15 mo leaseavailable nov 06 — nov 10"
2021-11-05,"calabasas","finish package iapartment 002-32g2 bedrooms • 2 baths • 950 sqft$2,924 w / 15 mo leaseavailable dec 30 — jan 01"
2021-11-05,"calabasas","finish package iiapartment 002-40i2 bedrooms • 2 baths • 950 sqft$2,979 w / 15 mo leaseavailable nov 06 — nov 10"
2021-11-05,"calabasas","finish package iiapartment 001-16j2 bedrooms • 2 baths • 925 sqft$3,022 w / 15 mo leaseavailable nov 11 — nov 15"
2021-11-05,"calabasas","finish package iiapartment 001-02j2 bedrooms • 2 baths • 950 sqft$3,062 w / 14 mo leaseavailable dec 14 — dec 16"
2021-11-05,"calabasas","finish package iiapartment 001-07g2 bedrooms • 2 baths • 950 sqft$3,082 w / 14 mo leaseavailable dec 09 — dec 11"
2021-11-05,"calabasas","finish package iiapartment 002-40o2 bedrooms • 2 baths • 950 sqft$3,101 w / 14 mo leaseavailable dec 06 — dec 08"
2021-11-05,"calabasas","finish package iiapartment 001-05i2 bedrooms • 2 baths • 950 sqft$3,129 w / 15 mo leaseavailable nov 06 — nov 10"
2021-11-05,"calabasas","finish package iiapartment 002-29i2 bedrooms • 2 baths • 950 sqft$3,148 w / 14 mo leaseavailable dec 13 — dec 15"
2021-11-05,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$3,190 w / 14 mo leaseavailable dec 06 — dec 08"
2021-11-05,"calabasas","finish package iapartment 001-18j2 bedrooms • 2 baths • 1109 sqft$3,192 w / 15 mo leaseavailable nov 06 — nov 10"
2021-11-05,"calabasas","finish package iapartment 001-03j2 bedrooms • 2 baths • 1109 sqft$3,242 w / 15 mo leaseavailable nov 06 — nov 10"
2021-11-05,"calabasas","finish package iiapartment 002-37b2 bedrooms • 2 baths • 1109 sqft$3,381 w / 15 mo leaseavailable nov 08 — nov 12"
2021-11-05,"calabasas","finish package iiapartment 001-11p2 bedrooms • 2 baths • 1109 sqft$3,437 $3,390 w / 15 mo leaseavailable nov 08 — nov 12"
2021-11-05,"calabasas","finish package iiapartment 002-32b2 bedrooms • 2 baths • 1109 sqft$3,429 w / 14 mo leaseavailable dec 01 — dec 03"
2021-11-05,"calabasas","finish package iiapartment 002-29p2 bedrooms • 2 baths • 1109 sqft$3,471 w / 15 mo leaseavailable nov 27 — nov 29"
2021-11-05,"east norwalk","apartment 002-3232 bedrooms • 2 baths • 1054 sqft$2,690 $2,540 w / 19 mo leaseavailable dec 15 — dec 17"
2021-11-05,"east norwalk","apartment 001-2062 bedrooms • 2 baths • 1080 sqft$2,735 $2,641 w / 18 mo leaseavailable dec 31 — jan 02"
2021-11-05,"east norwalk","apartment 005-1612 bedrooms • 2 baths • 1085 sqft$2,775 $2,675 w / 20 mo leaseavailable nov 18 — nov 20"
2021-11-05,"east norwalk","apartment 004-3452 bedrooms • 2 baths • 1039 sqft$2,690 w / 18 mo leaseavailable jan 16 — jan 17"
2021-11-05,"east norwalk","apartment 001-2072 bedrooms • 2 baths • 1085 sqft$2,730 w / 20 mo leaseavailable nov 10 — nov 12"
2021-11-05,"east norwalk","apartment 005-3612 bedrooms • 2 baths • 1085 sqft$2,785 w / 20 mo leaseavailable nov 20 — nov 21"
2021-11-05,"east norwalk","apartment 001-1152 bedrooms • 2 baths • 1054 sqft$2,835 w / 19 mo leaseavailable dec 18 — dec 19"
2021-11-05,"east norwalk","apartment 003-3332 bedrooms • 2 baths • 1266 sqft$2,855 w / 20 mo leaseavailable nov 06 — nov 08"
2021-11-05,"east norwalk","apartment 002-4302 bedrooms • 2 baths • 1288 sqft$2,900 w / 7 mo leaseavailable nov 25 — nov 26"
2021-11-05,"east norwalk","apartment 005-4532 bedrooms • 2 baths • 1297 sqft$3,015 w / 20 mo leaseavailable nov 17 — nov 19"
