"as_of_date","location","listings"
2021-11-08,"calabasas","classic schemeapartment 001-05b2 bedrooms • 2 baths • 950 sqft$2,830 w / 15 mo leaseavailable nov 09 — nov 13"
2021-11-08,"calabasas","finish package iapartment 002-31h2 bedrooms • 2 baths • 925 sqft$2,841 w / 15 mo leaseavailable nov 09 — nov 13"
2021-11-08,"calabasas","finish package iapartment 001-22o2 bedrooms • 2 baths • 950 sqft$2,884 w / 15 mo leaseavailable nov 09 — nov 13"
2021-11-08,"calabasas","finish package iapartment 002-32g2 bedrooms • 2 baths • 950 sqft$2,929 w / 15 mo leaseavailable dec 30 — jan 01"
2021-11-08,"calabasas","finish package iiapartment 002-40i2 bedrooms • 2 baths • 950 sqft$2,979 w / 15 mo leaseavailable nov 09 — nov 13"
2021-11-08,"calabasas","finish package iiapartment 001-16j2 bedrooms • 2 baths • 925 sqft$3,022 w / 15 mo leaseavailable nov 13 — nov 17"
2021-11-08,"calabasas","finish package iiapartment 001-02j2 bedrooms • 2 baths • 950 sqft$3,052 w / 14 mo leaseavailable dec 15 — dec 17"
2021-11-08,"calabasas","finish package iiapartment 001-07g2 bedrooms • 2 baths • 950 sqft$3,077 w / 14 mo leaseavailable dec 09 — dec 11"
2021-11-08,"calabasas","finish package iiapartment 002-40o2 bedrooms • 2 baths • 950 sqft$3,096 w / 14 mo leaseavailable dec 08 — dec 10"
2021-11-08,"calabasas","finish package iiapartment 001-05i2 bedrooms • 2 baths • 950 sqft$3,129 w / 15 mo leaseavailable nov 09 — nov 13"
2021-11-08,"calabasas","finish package iiapartment 002-29i2 bedrooms • 2 baths • 950 sqft$3,138 w / 14 mo leaseavailable dec 13 — dec 15"
2021-11-08,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$3,185 w / 14 mo leaseavailable dec 08 — dec 10"
2021-11-08,"calabasas","finish package iapartment 001-03j2 bedrooms • 2 baths • 1109 sqft$3,242 w / 15 mo leaseavailable nov 09 — nov 13"
2021-11-08,"calabasas","finish package iiapartment 001-11p2 bedrooms • 2 baths • 1109 sqft$3,437 $3,390 w / 15 mo leaseavailable nov 10 — nov 14"
2021-11-08,"calabasas","finish package iiapartment 002-32b2 bedrooms • 2 baths • 1109 sqft$3,424 w / 14 mo leaseavailable dec 01 — dec 03"
2021-11-08,"calabasas","finish package iiapartment 002-29p2 bedrooms • 2 baths • 1109 sqft$3,466 w / 15 mo leaseavailable nov 27 — nov 29"
2021-11-08,"east norwalk","apartment 002-3232 bedrooms • 2 baths • 1054 sqft$2,685 $2,535 w / 19 mo leaseavailable dec 15 — dec 17"
2021-11-08,"east norwalk","apartment 005-1612 bedrooms • 2 baths • 1085 sqft$2,720 $2,620 w / 20 mo leaseavailable nov 18 — nov 20"
2021-11-08,"east norwalk","apartment 001-2062 bedrooms • 2 baths • 1080 sqft$2,725 $2,632 w / 18 mo leaseavailable dec 31 — jan 02"
2021-11-08,"east norwalk","apartment 004-3452 bedrooms • 2 baths • 1039 sqft$2,680 w / 18 mo leaseavailable jan 19 — jan 20"
2021-11-08,"east norwalk","apartment 001-2072 bedrooms • 2 baths • 1085 sqft$2,730 w / 20 mo leaseavailable nov 10 — nov 12"
2021-11-08,"east norwalk","apartment 005-3612 bedrooms • 2 baths • 1085 sqft$2,730 w / 20 mo leaseavailable nov 20 — nov 21"
2021-11-08,"east norwalk","apartment 001-1152 bedrooms • 2 baths • 1054 sqft$2,830 w / 19 mo leaseavailable dec 18 — dec 19"
2021-11-08,"east norwalk","apartment 003-3332 bedrooms • 2 baths • 1266 sqft$2,845 w / 20 mo leaseavailable nov 09 — nov 11"
2021-11-08,"east norwalk","apartment 002-4302 bedrooms • 2 baths • 1288 sqft$2,900 w / 7 mo leaseavailable nov 25 — nov 26"
2021-11-08,"east norwalk","apartment 005-4532 bedrooms • 2 baths • 1297 sqft$2,960 w / 20 mo leaseavailable nov 17 — nov 19"
