"as_of_date","location","listings"
2021-11-14,"calabasas","finish package iapartment 002-31h2 bedrooms • 2 baths • 925 sqft$2,896 w / 15 mo leaseavailable nov 15 — nov 19"
2021-11-14,"calabasas","finish package iapartment 001-22o2 bedrooms • 2 baths • 950 sqft$2,939 w / 15 mo leaseavailable nov 15 — nov 19"
2021-11-14,"calabasas","finish package iiapartment 002-40i2 bedrooms • 2 baths • 950 sqft$2,959 w / 15 mo leaseavailable nov 15 — nov 19"
2021-11-14,"calabasas","finish package iapartment 002-32g2 bedrooms • 2 baths • 950 sqft$2,994 w / 15 mo leaseavailable dec 30 — jan 01"
2021-11-14,"calabasas","finish package iiapartment 001-16j2 bedrooms • 2 baths • 925 sqft$3,002 w / 15 mo leaseavailable nov 15 — nov 19"
2021-11-14,"calabasas","finish package iiapartment 001-02j2 bedrooms • 2 baths • 950 sqft$3,047 w / 14 mo leaseavailable dec 15 — dec 17"
2021-11-14,"calabasas","finish package iiapartment 001-05i2 bedrooms • 2 baths • 950 sqft$3,109 w / 15 mo leaseavailable nov 15 — nov 19"
2021-11-14,"calabasas","finish package iiapartment 002-29i2 bedrooms • 2 baths • 950 sqft$3,133 w / 14 mo leaseavailable dec 13 — dec 15"
2021-11-14,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$3,175 w / 14 mo leaseavailable dec 08 — dec 10"
2021-11-14,"calabasas","finish package iapartment 001-03j2 bedrooms • 2 baths • 1109 sqft$3,297 w / 15 mo leaseavailable nov 15 — nov 19"
2021-11-14,"calabasas","finish package iiapartment 001-11p2 bedrooms • 2 baths • 1109 sqft$3,417 $3,370 w / 15 mo leaseavailable nov 15 — nov 19"
2021-11-14,"calabasas","finish package iiapartment 002-32b2 bedrooms • 2 baths • 1109 sqft$3,414 w / 14 mo leaseavailable dec 01 — dec 03"
2021-11-14,"calabasas","finish package iiapartment 002-29p2 bedrooms • 2 baths • 1109 sqft$3,461 w / 15 mo leaseavailable nov 27 — dec 01"
2021-11-14,"east norwalk","apartment 002-3232 bedrooms • 2 baths • 1054 sqft$2,690 $2,540 w / 19 mo leaseavailable dec 15 — dec 17"
2021-11-14,"east norwalk","apartment 001-2062 bedrooms • 2 baths • 1080 sqft$2,735 $2,640 w / 18 mo leaseavailable dec 31 — jan 02"
2021-11-14,"east norwalk","apartment 005-3612 bedrooms • 2 baths • 1085 sqft$2,730 $2,680 w / 20 mo leaseavailable nov 20 — nov 22"
2021-11-14,"east norwalk","apartment 004-3452 bedrooms • 2 baths • 1039 sqft$2,690 w / 18 mo leaseavailable jan 19 — jan 20"
2021-11-14,"east norwalk","apartment 003-3332 bedrooms • 2 baths • 1266 sqft$2,905 $2,795 w / 20 mo leaseavailable nov 15 — nov 17"
2021-11-14,"east norwalk","apartment 001-1152 bedrooms • 2 baths • 1054 sqft$2,835 w / 19 mo leaseavailable dec 18 — dec 19"
2021-11-14,"east norwalk","apartment 002-4302 bedrooms • 2 baths • 1288 sqft$2,900 w / 20 mo leaseavailable nov 25 — nov 26"
2021-11-14,"east norwalk","apartment 001-2012 bedrooms • 2 baths • 1306 sqft$2,925 w / 18 mo leaseavailable jan 10 — jan 11"
2021-11-14,"east norwalk","apartment 005-4532 bedrooms • 2 baths • 1297 sqft$2,960 w / 20 mo leaseavailable nov 17 — nov 19"
