"as_of_date","location","listings"
2021-10-23,"calabasas","finish package iapartment 002-33p2 bedrooms • 2 baths • 925 sqft$2,896 w / 15 mo leaseavailable oct 24 — oct 28"
2021-10-23,"calabasas","finish package iapartment 001-22o2 bedrooms • 2 baths • 950 sqft$2,974 w / 15 mo leaseavailable oct 24 — oct 28"
2021-10-23,"calabasas","finish package iiapartment 002-40i2 bedrooms • 2 baths • 950 sqft$3,049 w / 15 mo leaseavailable oct 24 — oct 28"
2021-10-23,"calabasas","finish package iiapartment 001-16j2 bedrooms • 2 baths • 925 sqft$3,112 w / 15 mo leaseavailable nov 10 — nov 12"
2021-10-23,"calabasas","finish package iiapartment 001-07g2 bedrooms • 2 baths • 950 sqft$3,172 w / 14 mo leaseavailable dec 09 — dec 11"
2021-10-23,"calabasas","finish package iiapartment 001-05i2 bedrooms • 2 baths • 950 sqft$3,219 w / 15 mo leaseavailable nov 08 — nov 10"
2021-10-23,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$3,280 w / 14 mo leaseavailable dec 06 — dec 08"
2021-10-23,"calabasas","finish package iapartment 001-18j2 bedrooms • 2 baths • 1109 sqft$3,282 w / 15 mo leaseavailable oct 24 — oct 28"
2021-10-23,"calabasas","finish package iapartment 001-03j2 bedrooms • 2 baths • 1109 sqft$3,332 w / 15 mo leaseavailable oct 24 — oct 28"
2021-10-23,"calabasas","finish package iiapartment 002-37b2 bedrooms • 2 baths • 1109 sqft$3,471 w / 15 mo leaseavailable nov 08 — nov 12"
2021-10-23,"calabasas","finish package iiapartment 001-11p2 bedrooms • 2 baths • 1109 sqft$3,527 $3,475 w / 15 mo leaseavailable nov 15 — nov 17"
2021-10-23,"calabasas","finish package iiapartment 002-32b2 bedrooms • 2 baths • 1109 sqft$3,519 w / 14 mo leaseavailable dec 01 — dec 03"
2021-10-23,"calabasas","finish package iiapartment 002-34j2 bedrooms • 2 baths • 1109 sqft$3,528 w / 15 mo leaseavailable oct 24 — oct 28"
2021-10-23,"calabasas","finish package iiapartment 002-29p2 bedrooms • 2 baths • 1109 sqft$3,546 w / 15 mo leaseavailable nov 22 — nov 24"
2021-10-23,"east norwalk","apartment 002-3232 bedrooms • 2 baths • 1054 sqft$2,535 $2,435 w / 21 mo leaseavailable oct 24 — oct 26"
2021-10-23,"east norwalk","apartment 005-2642 bedrooms • 2 baths • 1080 sqft$2,580 $2,480 w / 21 mo leaseavailable oct 24 — oct 26"
2021-10-23,"east norwalk","apartment 005-1532 bedrooms • 2 baths • 1054 sqft$2,610 $2,521 w / 21 mo leaseavailable oct 24 — oct 26"
2021-10-23,"east norwalk","apartment 001-2062 bedrooms • 2 baths • 1080 sqft$2,755 $2,666 w / 18 mo leaseavailable dec 31 — jan 02"
2021-10-23,"east norwalk","apartment 001-2152 bedrooms • 2 baths • 1054 sqft$2,795 w / 19 mo leaseavailable dec 10 — dec 11"
2021-10-23,"east norwalk","apartment 005-1612 bedrooms • 2 baths • 1085 sqft$2,795 w / 20 mo leaseavailable nov 18 — nov 19"
2021-10-23,"east norwalk","apartment 001-2072 bedrooms • 2 baths • 1085 sqft$2,805 w / 20 mo leaseavailable nov 10 — nov 11"
2021-10-23,"east norwalk","apartment 005-3612 bedrooms • 2 baths • 1085 sqft$2,805 w / 20 mo leaseavailable nov 20 — nov 21"
2021-10-23,"east norwalk","apartment 003-3332 bedrooms • 2 baths • 1266 sqft$2,805 w / 21 mo leaseavailable oct 24 — oct 26"
2021-10-23,"east norwalk","apartment 001-1152 bedrooms • 2 baths • 1054 sqft$2,855 w / 19 mo leaseavailable dec 18 — dec 19"
2021-10-23,"east norwalk","apartment 002-4302 bedrooms • 2 baths • 1288 sqft$2,955 w / 7 mo leaseavailable nov 25 — nov 26"
