"as_of_date","location","listings"
2022-01-20,"calabasas","finish package iapartment 002-32g2 bedrooms • 2 baths • 950 sqft$3,119 w / 15 mo leaseavailable jan 21 — jan 25"
2022-01-20,"calabasas","classic schemeapartment 001-05b2 bedrooms • 2 baths • 950 sqft$3,125 w / 15 mo leaseavailable feb 04 — feb 06"
2022-01-20,"calabasas","finish package iapartment 001-13o2 bedrooms • 2 baths • 950 sqft$3,141 w / 15 mo leaseavailable feb 28 — mar 02"
2022-01-20,"calabasas","finish package iiapartment 001-23o2 bedrooms • 2 baths • 925 sqft$3,209 w / 15 mo leaseavailable jan 27 — jan 31"
2022-01-20,"calabasas","finish package iiapartment 001-22g2 bedrooms • 2 baths • 950 sqft$3,220 w / 15 mo leaseavailable jan 21 — jan 25"
2022-01-20,"calabasas","finish package iiapartment 002-29i2 bedrooms • 2 baths • 950 sqft$3,220 w / 15 mo leaseavailable jan 21 — jan 25"
2022-01-20,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$3,239 w / 15 mo leaseavailable jan 21 — jan 25"
2022-01-20,"calabasas","finish package iiapartment 001-08i2 bedrooms • 2 baths • 950 sqft$3,336 w / 15 mo leaseavailable feb 11 — feb 13"
2022-01-20,"calabasas","finish package iiapartment 002-31i2 bedrooms • 2 baths • 925 sqft$3,398 w / 15 mo leaseavailable feb 14 — feb 16"
2022-01-20,"calabasas","finish package iiapartment 002-26p2 bedrooms • 2 baths • 1109 sqft$3,686 w / 15 mo leaseavailable jan 21 — jan 25"
2022-01-20,"calabasas","finish package iiapartment 002-34j2 bedrooms • 2 baths • 1109 sqft$3,788 w / 15 mo leaseavailable jan 27 — jan 31"
2022-01-20,"east norwalk","apartment 002-2202 bedrooms • 2 baths • 1054 sqft$2,655 w / 18 mo leaseavailable jan 21 — jan 23"
2022-01-20,"east norwalk","apartment 005-2642 bedrooms • 2 baths • 1080 sqft$2,665 w / 18 mo leaseavailable jan 21 — jan 23"
2022-01-20,"east norwalk","apartment 004-3452 bedrooms • 2 baths • 1039 sqft$2,740 w / 17 mo leaseavailable feb 18 — feb 19"
2022-01-20,"east norwalk","apartment 001-2152 bedrooms • 2 baths • 1054 sqft$2,785 w / 6 mo leaseavailable feb 22 — feb 23"
2022-01-20,"east norwalk","apartment 005-1642 bedrooms • 2 baths • 1080 sqft$2,845 w / 15 mo leaseavailable mar 31 — apr 01"
