"as_of_date","location","listings"
2022-01-25,"calabasas","classic schemeapartment 001-05b2 bedrooms • 2 baths • 950 sqft$3,080 w / 15 mo leaseavailable feb 04 — feb 08"
2022-01-25,"calabasas","finish package iapartment 001-13o2 bedrooms • 2 baths • 950 sqft$3,101 w / 15 mo leaseavailable mar 07 — mar 09"
2022-01-25,"calabasas","finish package iapartment 002-32g2 bedrooms • 2 baths • 950 sqft$3,129 w / 15 mo leaseavailable jan 26 — jan 30"
2022-01-25,"calabasas","finish package iiapartment 001-23o2 bedrooms • 2 baths • 925 sqft$3,159 w / 15 mo leaseavailable jan 26 — jan 30"
2022-01-25,"calabasas","finish package iapartment 001-15o2 bedrooms • 2 baths • 925 sqft$3,175 w / 15 mo leaseavailable mar 04 — mar 06"
2022-01-25,"calabasas","finish package iiapartment 001-22g2 bedrooms • 2 baths • 950 sqft$3,230 w / 15 mo leaseavailable jan 26 — jan 30"
2022-01-25,"calabasas","finish package iiapartment 002-29i2 bedrooms • 2 baths • 950 sqft$3,230 w / 15 mo leaseavailable jan 26 — jan 30"
2022-01-25,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$3,249 w / 15 mo leaseavailable jan 26 — jan 30"
2022-01-25,"calabasas","finish package iiapartment 001-08i2 bedrooms • 2 baths • 950 sqft$3,291 w / 15 mo leaseavailable feb 11 — feb 13"
2022-01-25,"calabasas","finish package iiapartment 002-31i2 bedrooms • 2 baths • 925 sqft$3,358 w / 15 mo leaseavailable feb 14 — feb 16"
2022-01-25,"calabasas","finish package iiapartment 002-26p2 bedrooms • 2 baths • 1109 sqft$3,696 w / 15 mo leaseavailable jan 26 — jan 30"
2022-01-25,"calabasas","finish package iiapartment 002-34j2 bedrooms • 2 baths • 1109 sqft$3,738 w / 15 mo leaseavailable jan 26 — jan 30"
2022-01-25,"east norwalk","apartment 005-2642 bedrooms • 2 baths • 1080 sqft$2,665 $2,565 w / 18 mo leaseavailable jan 26 — jan 28"
2022-01-25,"east norwalk","apartment 004-3452 bedrooms • 2 baths • 1039 sqft$2,735 $2,635 w / 17 mo leaseavailable feb 18 — feb 19"
2022-01-25,"east norwalk","apartment 002-2202 bedrooms • 2 baths • 1054 sqft$2,655 w / 18 mo leaseavailable jan 26 — jan 28"
2022-01-25,"east norwalk","apartment 001-2152 bedrooms • 2 baths • 1054 sqft$2,785 w / 6 mo leaseavailable feb 25 — feb 26"
2022-01-25,"east norwalk","apartment 005-1642 bedrooms • 2 baths • 1080 sqft$2,840 w / 15 mo leaseavailable mar 31 — apr 01"
