"as_of_date","location","listings"
2022-01-05,"calabasas","finish package iapartment 002-32g2 bedrooms • 2 baths • 950 sqft$3,079 w / 15 mo leaseavailable jan 05 — jan 09"
2022-01-05,"calabasas","classic schemeapartment 001-05b2 bedrooms • 2 baths • 950 sqft$3,110 w / 15 mo leaseavailable feb 04 — feb 06"
2022-01-05,"calabasas","finish package iiapartment 001-08i2 bedrooms • 2 baths • 950 sqft$3,321 w / 15 mo leaseavailable jan 28 — jan 30"
2022-01-05,"calabasas","finish package iiapartment 002-29i2 bedrooms • 2 baths • 950 sqft$3,348 w / 15 mo leaseavailable jan 05 — jan 09"
2022-01-05,"calabasas","finish package iiapartment 001-22g2 bedrooms • 2 baths • 950 sqft$3,368 w / 15 mo leaseavailable jan 13 — jan 17"
2022-01-05,"calabasas","finish package iiapartment 001-05a2 bedrooms • 2 baths • 950 sqft$3,400 w / 15 mo leaseavailable jan 05 — jan 09"
2022-01-05,"calabasas","finish package iiapartment 002-37j2 bedrooms • 2 baths • 1109 sqft$3,581 w / 15 mo leaseavailable jan 05 — jan 09"
2022-01-05,"calabasas","finish package iiapartment 002-26p2 bedrooms • 2 baths • 1109 sqft$3,787 w / 15 mo leaseavailable jan 19 — jan 21"
2022-01-05,"east norwalk","apartment 001-2062 bedrooms • 2 baths • 1080 sqft$2,660 $2,568 w / 18 mo leaseavailable jan 05 — jan 07"
2022-01-05,"east norwalk","apartment 002-2202 bedrooms • 2 baths • 1054 sqft$2,650 w / 18 mo leaseavailable jan 14 — jan 16"
2022-01-05,"east norwalk","apartment 005-2642 bedrooms • 2 baths • 1080 sqft$2,660 w / 18 mo leaseavailable jan 05 — jan 07"
2022-01-05,"east norwalk","apartment 003-3332 bedrooms • 2 baths • 1266 sqft$2,885 $2,778 w / 18 mo leaseavailable jan 05 — jan 07"
2022-01-05,"east norwalk","apartment 005-1642 bedrooms • 2 baths • 1080 sqft$2,830 w / 15 mo leaseavailable mar 30 — mar 31"
